1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1
0,1,1,1,1,1,1,1,1,1,1,0,1,2,1,2,1,2,2,2,3,2,2,2,1,2,3,2,1,3,3,3,3,4,4,5,6
0,0,1,0,0,1,0,0,0,1,1,0,1,2,1,1,0,2,1,1,2,2,1,2,0,2,3,2,0,3,3,2,2,3,4,4,5
0,0,0,1,0,1,1,1,1,1,1,0,1,1,2,2,1,2,3,3,4,2,3,3,1,4,3,4,2,5,5,6,6,8,7,11,15
0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,2,1,1,1,3,1,1,1,2,1,3,1,3,3,3,3,3,6,6,10,15
0,0,0,0,0,1,0,0,0,1,1,0,1,2,1,2,1,3,2,2,4,3,2,3,1,4,6,4,2,7,7,6,6,10,12,16,24
0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,2,1,2,1,2,2,1,2,1,2,1,3,3,4,3,5,4,7,10
0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,2,2,1,2,2,1,2,1,2,1,3,3,3,4,5,4,7,10
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,2,2,4,1,2,3,2,4,2,4,4,7,7,8,8,14,12,24,40
0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,2,2,2,4,2,3,4,2,5,3,5,3,9,9,9,9,16,15,27,45
0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,2,1,2,0,2,3,3,0,3,4,3,3,4,6,6,9
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,2,1,1,2,3,3,5
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,2,2,3,1,3,3,4,1,5,7,6,6,10,12,17,30
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,3,1,0,3,3,1,1,3,6,6,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,2,0,3,0,4,1,4,5,6,6,9,8,16,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,1,1,2,2,3,2,4,5,5,6,6,12,12,24,45
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,3,1,1,1,1,4,4,10,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,2,3,2,1,5,5,3,3,8,12,18,36
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,2,0,2,2,4,4,6,4,10,8,20,40
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,2,0,2,2,4,4,4,6,10,8,20,40
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,2,4,4,3,3,9,9,21,45
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,2,0,2,4,2,2,4,8,8,16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,2,3,3,3,7,6,14,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2,4,3,3,6,8,13,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,2,2,6,4,16,40
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,3,3,7,6,18,45
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,4,4,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2,2,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,4,8,24
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,3,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
